conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_ortho,"subducting_abs_paral
",Label
4.13,0.29,-3.09,-4.39,1.02,-4.07,0
4.13,0.29,-3.07,-4.4,1.03,-4.08,0
4.13,0.29,-3.06,-4.41,1.05,-4.09,0
4.13,0.29,-3.05,-4.42,1.06,-4.1,0
7.95,3.06,-2.15,-3.64,5.78,-0.55,0
7.95,3.06,-2.15,-3.64,5.79,-0.56,0
7.95,3.06,-2.15,-3.64,5.79,-0.56,0
7.95,3.06,-2.15,-3.64,5.79,-0.56,0
7.95,3.06,-2.14,-3.65,5.79,-0.56,0
7.95,3.06,-2.14,-3.65,5.8,-0.56,0
7.95,3.06,-2.14,-3.65,5.8,-0.56,0
7.95,3.06,-2.14,-3.65,5.8,-0.56,0
7.95,3.06,-2.13,-3.65,5.8,-0.57,0
7.95,3.06,-2.13,-3.65,5.81,-0.57,0
4.46,0.49,-1.94,-3.06,2.53,-2.57,0
4.46,0.49,-1.94,-3.06,2.54,-2.57,0
4.46,0.49,-1.94,-3.06,2.54,-2.57,0
4.46,0.49,-1.94,-3.06,2.54,-2.57,0
4.46,0.49,-1.93,-3.06,2.54,-2.57,0
4.46,0.49,-1.93,-3.07,2.55,-2.57,0
4.46,0.49,-1.93,-3.07,2.55,-2.58,0
4.46,0.49,-1.93,-3.07,2.55,-2.58,0
4.46,0.49,-1.93,-3.07,2.55,-2.58,0
4.46,0.49,-1.92,-3.07,2.55,-2.58,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.64,0.02,-1.02,-2.16,3.63,-2.15,0
4.11,-1.43,-1.61,1.7,2.5,0.27,0
4.12,-1.44,-1.61,1.7,2.5,0.25,0
4.13,-1.46,-1.62,1.7,2.5,0.23,0
4.13,-1.48,-1.62,1.7,2.51,0.21,0
4.14,-1.5,-1.63,1.7,2.51,0.2,0
4.14,-1.52,-1.64,1.7,2.51,0.18,0
4.15,-1.53,-1.64,1.7,2.51,0.16,0
4.15,-1.55,-1.65,1.7,2.51,0.14,0
4.16,-1.57,-1.65,1.69,2.5,0.12,0
4.16,-1.59,-1.66,1.69,2.5,0.1,0
4.07,-1.72,-1.72,1.58,2.35,-0.14,0
3.21,-2.75,-2.01,1.5,1.2,-1.25,0
3.21,-2.76,-2.01,1.5,1.19,-1.26,0
3.21,-2.77,-2.02,1.5,1.19,-1.28,0
3.21,-2.78,-2.03,1.5,1.18,-1.29,0
3.21,-2.8,-2.03,1.5,1.18,-1.31,0
3.21,-2.81,-2.04,1.49,1.17,-1.32,0
3.21,-2.82,-2.04,1.49,1.17,-1.33,0
3.21,-2.83,-2.05,1.49,1.16,-1.35,0
3.43,-2.6,-2.16,1.31,1.26,-1.29,0
7.14,-2.72,-2.18,0.59,4.96,-2.11,0
7.46,-2.73,-2.19,0.5,5.27,-2.21,0
7.36,-2.72,-2.2,0.5,5.17,-2.2,0
7.26,-2.71,-2.2,0.5,5.07,-2.19,0
7.17,-2.7,-2.2,0.49,4.97,-2.19,0
8.09,-2.34,-2.21,0.49,5.88,-1.83,0
9.36,-1.94,-2.22,0.49,7.14,-1.43,0
11.35,-2.07,-2.25,0.38,9.11,-1.67,0
10.86,-4.59,-2.11,0.85,8.76,-3.72,0
10.78,-4.63,-2.12,0.84,8.67,-3.77,0
8.17,-4.85,-2.54,0.41,5.63,-4.41,0
7.81,-4.87,-2.59,0.36,5.22,-4.48,0
7.73,-4.86,-2.6,0.36,5.14,-4.47,0
7.66,-4.85,-2.6,0.36,5.05,-4.46,0
7.58,-4.84,-2.61,0.36,4.97,-4.45,0
7.5,-4.83,-2.61,0.35,4.89,-4.44,0
7.43,-4.82,-2.62,0.35,4.81,-4.44,0
4.1,-4.72,-2.05,0.03,2.04,-4.67,0
3.58,-4.67,-2.04,0.1,1.53,-4.56,0
3.51,-4.63,-2.05,0.1,1.46,-4.52,0
3.46,-4.67,-2.05,0.1,1.41,-4.56,0
3.47,-4.95,-2.05,0.1,1.41,-4.83,0
3.4,-4.92,-2.06,0.1,1.33,-4.8,0
3.32,-4.88,-2.06,0.1,1.25,-4.76,0
3.69,-4.98,-2.03,0.39,1.66,-4.57,0
7.61,-6.22,-1.68,3.0,5.95,-3.21,0
7.21,-6.2,-1.69,3.01,5.54,-3.19,0
6.43,-6.04,-1.39,2.47,5.05,-3.57,0
6.37,-6.09,-1.4,2.47,4.98,-3.61,0
9.63,-7.27,-1.4,2.48,8.23,-4.81,0
13.4,-8.49,-1.4,2.48,11.98,-6.03,0
14.04,-8.72,-1.41,2.48,12.63,-6.25,0
13.81,-8.41,-1.37,2.28,12.44,-6.14,0
8.02,-6.67,-0.93,0.49,7.08,-6.2,0
7.15,-6.84,-0.93,0.49,6.2,-6.36,0
6.86,-6.74,-0.94,0.49,5.91,-6.26,0
6.86,-6.74,-0.94,0.5,5.91,-6.25,0
6.86,-6.74,-3.42,2.26,3.43,-4.48,0
9.98,-6.79,-3.43,2.25,6.55,-4.55,0
10.77,-7.14,-3.44,2.24,7.32,-4.9,0
10.25,-7.49,-3.45,2.23,6.8,-5.25,0
10.24,-7.49,-3.46,2.22,6.78,-5.27,0
9.26,-7.45,-3.47,2.21,5.79,-5.24,0
9.24,-7.46,-3.48,2.2,5.76,-5.26,0
9.78,-7.51,-3.88,1.34,5.89,-6.17,0
11.29,-7.31,-4.82,-0.67,6.47,-7.99,0
11.32,-7.31,-4.82,-0.68,6.48,-8.0,0
11.34,-7.3,-3.6,0.45,7.74,-6.85,0
10.92,-7.79,-3.6,0.43,7.31,-7.36,0
10.89,-7.84,-3.61,0.42,7.27,-7.43,0
10.9,-7.82,-3.62,0.4,7.27,-7.42,0
10.9,-7.78,-3.62,0.39,7.27,-7.4,0
10.91,-7.78,-3.63,0.37,7.28,-7.42,0
10.2,-8.66,-3.64,0.35,6.56,-8.32,0
9.87,-9.04,-3.64,0.33,6.22,-8.72,0
9.84,-9.06,-3.65,0.32,6.18,-8.76,0
11.03,-8.5,-3.65,0.3,7.37,-8.21,0
11.15,-8.46,-3.66,0.28,7.48,-8.19,0
11.12,-8.48,-3.66,0.27,7.45,-8.23,0
11.09,-8.51,-3.67,0.25,7.42,-8.28,0
10.98,-9.06,-4.78,-1.32,6.19,-10.37,0
10.86,-9.12,-4.78,-1.34,6.07,-10.46,0
10.73,-9.19,-4.78,-1.37,5.95,-10.55,0
10.61,-9.25,-4.77,-1.39,5.83,-10.63,0
10.48,-9.31,-4.77,-1.41,5.71,-10.72,0
10.36,-9.37,-4.76,-1.44,5.59,-10.8,0
10.23,-9.43,-4.76,-1.46,5.47,-10.88,0
10.92,-7.18,-4.75,-1.49,6.16,-8.64,0
10.87,-7.24,-4.75,-1.51,6.12,-8.73,0
10.82,-7.3,-4.74,-1.54,6.07,-8.82,0
10.77,-7.37,-4.73,-1.56,6.03,-8.91,0
10.72,-7.43,-4.73,-1.59,5.98,-9.0,0
8.09,-3.82,-4.72,-1.61,3.36,-5.41,0
8.1,-3.84,-4.71,-1.64,3.38,-5.45,0
8.12,-3.86,-4.71,-1.66,3.4,-5.5,0
8.13,-3.88,-4.7,-1.69,3.42,-5.54,0
8.14,-3.9,-4.69,-1.71,3.44,-5.59,0
7.47,-5.99,-4.68,-1.74,2.77,-7.71,0
7.45,-6.0,-4.67,-1.77,2.77,-7.74,0
7.44,-6.01,-4.66,-1.79,2.77,-7.78,0
7.43,-6.02,-4.65,-1.82,2.76,-7.81,0
7.41,-6.03,-4.64,-1.84,2.76,-7.85,0
8.01,-8.12,-5.23,0.23,2.76,-7.88,0
8.06,-8.14,-5.26,0.22,2.78,-7.9,0
8.11,-8.16,-5.29,0.22,2.8,-7.93,0
8.15,-8.18,-5.31,0.22,2.82,-7.95,0
8.2,-8.2,-5.34,0.21,2.84,-7.97,0
15.93,-1.99,-5.72,-1.11,10.21,-3.14,0
15.94,-1.99,-5.73,-1.12,10.2,-3.14,0
15.94,-1.98,-5.75,-1.13,10.18,-3.15,0
15.95,-1.98,-5.77,-1.13,10.17,-3.15,0
15.95,-1.97,-5.78,-1.14,10.16,-3.15,0
15.95,-1.97,-5.8,-1.15,10.14,-3.16,0
15.95,-1.96,-5.82,-1.16,10.13,-3.16,0
15.95,-1.96,-5.83,-1.17,10.12,-3.17,0
15.95,-1.95,-5.85,-1.18,10.1,-3.17,0
15.95,-1.95,-5.86,-1.19,10.08,-3.18,0
17.08,-1.44,-5.45,-2.34,11.63,-3.8,0
18.56,-3.79,-4.64,-0.98,13.93,-4.78,0
18.5,-3.87,-4.63,-1.0,13.88,-4.87,0
16.82,-7.41,-4.62,-1.01,12.21,-8.43,0
16.76,-7.47,-4.61,-1.03,12.16,-8.51,0
15.55,-7.59,-4.06,-0.74,11.49,-8.34,0
12.8,-7.79,-2.8,-0.06,10.01,-7.84,0
12.74,-7.86,-2.8,-0.07,9.95,-7.92,0
12.68,-7.94,-2.79,-0.07,9.9,-8.01,0
12.61,-8.01,-2.78,-0.08,9.84,-8.09,0
9.49,-9.67,-2.54,0.72,6.97,-8.94,0
7.15,-10.72,-3.12,0.69,4.05,-10.04,0
7.07,-10.74,-3.11,0.67,3.98,-10.08,0
6.99,-10.76,-3.1,0.64,3.91,-10.12,0
6.9,-10.78,-3.08,0.62,3.84,-10.16,0
4.51,-6.15,-3.07,0.6,1.45,-5.54,0
4.49,-6.13,-3.06,0.58,1.45,-5.54,0
4.37,-6.1,-3.0,0.62,1.38,-5.47,0
3.41,-6.03,-2.58,1.17,0.84,-4.85,0
3.39,-6.01,-2.57,1.16,0.83,-4.85,0
2.01,-0.47,-1.18,-4.38,0.83,-4.85,0
2.09,-0.12,-0.41,-4.5,1.68,-4.63,0
2.11,-0.11,-0.4,-4.5,1.71,-4.61,0
2.13,-0.1,-0.39,-4.5,1.74,-4.6,0
2.16,-0.09,-0.38,-4.49,1.77,-4.59,0
2.22,-1.43,-0.41,-3.14,1.8,-4.57,0
2.41,-0.83,-0.98,-3.4,1.42,-4.23,0
2.67,0.06,-1.83,-3.8,0.84,-3.74,0
2.69,0.07,-1.82,-3.8,0.86,-3.73,0
2.71,0.08,-1.82,-3.8,0.89,-3.72,0
10.05,-4.76,-2.81,-0.74,7.23,-5.51,0
10.07,-4.74,-2.81,-0.74,7.25,-5.49,0
10.09,-4.72,-2.82,-0.73,7.26,-5.46,0
10.11,-4.7,-2.82,-0.72,7.28,-5.43,0
9.14,-0.64,-2.81,-4.01,6.32,-4.68,0
9.18,-0.6,-2.82,-4.0,6.34,-4.62,0
9.23,-0.55,-2.84,-3.98,6.37,-4.56,0
9.27,-0.51,-2.86,-3.97,6.4,-4.51,0
9.32,-0.46,-2.88,-3.96,6.43,-4.45,0
9.36,-0.42,-2.89,-3.94,6.45,-4.39,0
9.08,-5.11,-2.58,0.81,6.48,-4.33,0
9.18,-5.06,-2.63,0.83,6.52,-4.27,0
9.27,-5.01,-2.69,0.85,6.57,-4.2,0
9.37,-4.96,-2.74,0.87,6.61,-4.13,0
8.74,-6.04,-2.07,2.01,6.65,-4.06,0
7.12,-8.63,-0.42,4.65,6.69,-4.0,0
7.17,-8.6,-0.43,4.66,6.72,-3.97,0
7.2,-8.58,-0.44,4.66,6.75,-3.93,0
8.38,-9.19,-0.46,4.67,7.91,-4.55,0
8.43,-9.16,-0.47,4.67,7.94,-4.51,0
9.64,-3.44,-1.67,-1.03,7.98,-4.47,0
9.64,-3.44,-1.67,-1.03,7.97,-4.47,0
9.64,-3.43,-1.67,-1.03,7.97,-4.46,0
9.63,-3.43,-1.66,-1.03,7.97,-4.46,0
9.63,-3.42,-1.66,-1.03,7.97,-4.45,0
9.62,-3.41,-1.66,-1.03,7.96,-4.45,0
9.62,-3.41,-1.66,-1.04,7.96,-4.45,0
9.62,-3.4,-1.66,-1.04,7.96,-4.44,0
9.61,-3.4,-1.66,-1.04,7.95,-4.44,0
9.61,-3.39,-1.66,-1.04,7.95,-4.43,0
8.51,2.63,-0.67,-6.93,7.84,-4.31,0
8.49,2.66,-0.67,-6.93,7.83,-4.29,0
8.48,2.68,-0.67,-6.93,7.82,-4.26,0
8.47,2.7,-0.66,-6.92,7.81,-4.23,0
8.46,2.73,-0.66,-6.92,7.8,-4.21,0
8.44,2.75,-0.66,-6.92,7.79,-4.18,0
8.42,2.77,-0.66,-6.91,7.78,-4.15,0
8.41,2.8,-0.65,-6.91,7.76,-4.13,0
8.39,2.82,-0.65,-6.91,7.75,-4.1,0
8.37,2.84,-0.65,-6.9,7.73,-4.07,0
10.95,0.17,-3.15,-4.33,7.82,-4.15,0
10.89,0.14,-3.13,-4.34,7.78,-4.18,0
4.15,0.29,-3.13,-4.35,1.0,-4.03,0
4.16,0.29,-3.11,-4.36,1.03,-4.04,0
4.15,0.29,-3.1,-4.37,1.03,-4.05,0
4.15,0.29,-3.09,-4.38,1.04,-4.06,0
4.15,0.29,-3.07,-4.39,1.06,-4.07,0
4.15,0.29,-3.06,-4.4,1.07,-4.08,0
4.15,0.29,-3.05,-4.41,1.08,-4.09,0
4.15,0.29,-3.04,-4.42,1.09,-4.1,0
7.95,3.06,-2.14,-3.64,5.8,-0.55,0
7.95,3.06,-2.14,-3.64,5.8,-0.56,0
7.95,3.06,-2.13,-3.64,5.8,-0.56,0
7.95,3.06,-2.13,-3.64,5.81,-0.56,0
7.95,3.06,-2.13,-3.65,5.81,-0.56,0
7.95,3.06,-2.13,-3.65,5.81,-0.56,0
7.95,3.06,-2.12,-3.65,5.81,-0.56,0
7.95,3.06,-2.12,-3.65,5.82,-0.56,0
7.95,3.06,-2.12,-3.65,5.82,-0.57,0
7.95,3.06,-2.12,-3.65,5.82,-0.57,0
4.43,0.49,-1.93,-3.06,2.52,-2.57,0
4.43,0.49,-1.93,-3.06,2.52,-2.57,0
4.43,0.49,-1.92,-3.06,2.52,-2.57,0
4.43,0.49,-1.92,-3.06,2.53,-2.57,0
4.43,0.49,-1.92,-3.06,2.53,-2.57,0
4.43,0.49,-1.92,-3.07,2.53,-2.57,0
4.43,0.49,-1.92,-3.07,2.53,-2.58,0
4.43,0.49,-1.91,-3.07,2.54,-2.58,0
4.43,0.49,-1.91,-3.07,2.54,-2.58,0
4.43,0.49,-1.91,-3.07,2.54,-2.58,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.62,0.02,-1.02,-2.16,3.61,-2.15,0
4.11,-1.43,-1.61,1.7,2.5,0.27,0
4.12,-1.44,-1.62,1.7,2.5,0.25,0
4.12,-1.46,-1.62,1.7,2.5,0.23,0
4.13,-1.48,-1.63,1.7,2.5,0.21,0
4.14,-1.5,-1.63,1.7,2.5,0.2,0
4.14,-1.52,-1.64,1.7,2.5,0.18,0
4.15,-1.53,-1.64,1.7,2.5,0.16,0
4.15,-1.55,-1.65,1.7,2.5,0.14,0
4.16,-1.57,-1.65,1.69,2.5,0.12,0
4.16,-1.59,-1.66,1.69,2.5,0.1,0
4.07,-1.72,-1.73,1.58,2.34,-0.14,0
3.2,-2.75,-2.01,1.5,1.19,-1.25,0
3.2,-2.76,-2.02,1.5,1.18,-1.26,0
3.2,-2.77,-2.02,1.5,1.18,-1.28,0
3.21,-2.78,-2.03,1.5,1.17,-1.29,0
3.21,-2.8,-2.03,1.5,1.17,-1.31,0
3.21,-2.81,-2.04,1.49,1.16,-1.32,0
3.21,-2.82,-2.04,1.49,1.16,-1.33,0
3.2,-2.83,-2.05,1.49,1.15,-1.35,0
3.42,-2.6,-2.17,1.31,1.25,-1.29,0
7.19,-2.72,-2.19,0.59,5.01,-2.11,0
7.51,-2.73,-2.2,0.5,5.32,-2.21,0
7.41,-2.72,-2.2,0.5,5.22,-2.2,0
7.32,-2.71,-2.2,0.5,5.12,-2.19,0
7.22,-2.7,-2.21,0.49,5.02,-2.19,0
8.14,-2.34,-2.22,0.49,5.93,-1.83,0
9.42,-1.94,-2.22,0.49,7.2,-1.43,0
11.41,-2.07,-2.25,0.38,9.16,-1.67,0
10.92,-4.59,-2.12,0.85,8.81,-3.72,0
10.84,-4.63,-2.12,0.84,8.73,-3.77,0
8.23,-4.85,-2.54,0.41,5.69,-4.41,0
7.87,-4.87,-2.6,0.36,5.28,-4.48,0
7.8,-4.86,-2.6,0.36,5.19,-4.47,0
7.72,-4.85,-2.61,0.36,5.11,-4.46,0
7.64,-4.84,-2.61,0.36,5.03,-4.45,0
7.57,-4.83,-2.62,0.35,4.95,-4.44,0
7.49,-4.82,-2.63,0.35,4.87,-4.44,0
4.14,-4.72,-2.06,0.03,2.08,-4.67,0
3.62,-4.67,-2.05,0.1,1.57,-4.56,0
3.55,-4.63,-2.05,0.1,1.5,-4.52,0
3.51,-4.67,-2.06,0.1,1.45,-4.56,0
3.52,-4.95,-2.06,0.1,1.45,-4.83,0
3.44,-4.92,-2.06,0.1,1.37,-4.8,0
3.36,-4.88,-2.07,0.1,1.29,-4.76,0
3.73,-4.98,-2.03,0.39,1.7,-4.57,0
7.65,-6.22,-1.69,3.0,5.98,-3.21,0
7.24,-6.2,-1.7,3.01,5.57,-3.19,0
6.46,-6.04,-1.4,2.47,5.07,-3.57,0
6.4,-6.09,-1.4,2.47,5.01,-3.61,0
9.65,-7.27,-1.41,2.48,8.24,-4.81,0
13.4,-8.49,-1.41,2.48,11.98,-6.03,0
14.05,-8.72,-1.41,2.48,12.63,-6.25,0
13.82,-8.41,-1.37,2.28,12.44,-6.14,0
8.02,-6.67,-0.94,0.49,7.07,-6.2,0
7.15,-6.84,-0.94,0.49,6.2,-6.36,0
6.86,-6.74,-0.94,0.49,5.91,-6.26,0
6.86,-6.74,-0.95,0.5,5.91,-6.25,0
6.86,-6.74,-3.43,2.26,3.43,-4.48,0
9.99,-6.79,-3.44,2.25,6.55,-4.55,0
10.78,-7.14,-3.45,2.24,7.33,-4.9,0
10.26,-7.49,-3.46,2.23,6.81,-5.25,0
10.25,-7.49,-3.46,2.22,6.79,-5.27,0
9.27,-7.45,-3.47,2.21,5.8,-5.24,0
9.25,-7.46,-3.48,2.2,5.77,-5.26,0
9.79,-7.51,-3.89,1.34,5.9,-6.17,0
11.3,-7.31,-4.82,-0.67,6.47,-7.99,0
11.33,-7.31,-4.83,-0.68,6.49,-8.0,0
11.35,-7.3,-3.6,0.45,7.75,-6.85,0
10.93,-7.79,-3.61,0.43,7.31,-7.36,0
10.9,-7.84,-3.61,0.42,7.28,-7.43,0
10.9,-7.82,-3.62,0.4,7.28,-7.42,0
10.9,-7.78,-3.63,0.39,7.27,-7.4,0
10.92,-7.78,-3.63,0.37,7.28,-7.42,0
10.2,-8.66,-3.64,0.35,6.55,-8.32,0
9.87,-9.04,-3.65,0.33,6.21,-8.72,0
9.83,-9.06,-3.65,0.32,6.17,-8.76,0
11.02,-8.5,-3.66,0.3,7.36,-8.21,0
11.14,-8.46,-3.66,0.28,7.47,-8.19,0
11.11,-8.48,-3.67,0.27,7.44,-8.23,0
11.08,-8.51,-3.67,0.25,7.4,-8.28,0
10.99,-9.06,-4.79,-1.32,6.2,-10.37,0
10.87,-9.12,-4.78,-1.34,6.08,-10.46,0
10.75,-9.19,-4.78,-1.37,5.96,-10.55,0
10.62,-9.25,-4.77,-1.39,5.84,-10.63,0
10.5,-9.31,-4.77,-1.41,5.72,-10.72,0
10.37,-9.37,-4.76,-1.44,5.6,-10.8,0
10.24,-9.43,-4.76,-1.46,5.47,-10.88,0
10.94,-7.18,-4.75,-1.49,6.18,-8.64,0
10.89,-7.24,-4.75,-1.51,6.14,-8.73,0
10.84,-7.3,-4.74,-1.54,6.09,-8.82,0
10.79,-7.37,-4.74,-1.56,6.05,-8.91,0
10.74,-7.43,-4.73,-1.59,6.0,-9.0,0
8.11,-3.82,-4.72,-1.61,3.38,-5.41,0
8.12,-3.84,-4.71,-1.64,3.4,-5.45,0
8.14,-3.86,-4.71,-1.66,3.42,-5.5,0
8.15,-3.88,-4.7,-1.69,3.44,-5.54,0
8.16,-3.9,-4.69,-1.71,3.46,-5.59,0
7.49,-5.99,-4.68,-1.74,2.79,-7.71,0
7.47,-6.0,-4.67,-1.77,2.79,-7.74,0
7.46,-6.01,-4.66,-1.79,2.79,-7.78,0
7.45,-6.02,-4.65,-1.82,2.78,-7.81,0
7.43,-6.03,-4.64,-1.84,2.78,-7.85,0
8.04,-8.12,-5.24,0.23,2.78,-7.88,0
8.09,-8.14,-5.27,0.22,2.8,-7.9,0
8.14,-8.16,-5.3,0.22,2.82,-7.93,0
8.21,-8.18,-5.34,0.22,2.86,-7.95,0
8.23,-8.2,-5.35,0.21,2.86,-7.97,0
15.94,-1.99,-5.73,-1.11,10.2,-3.14,0
15.94,-1.99,-5.74,-1.12,10.19,-3.14,0
15.95,-1.98,-5.76,-1.13,10.18,-3.15,0
15.95,-1.98,-5.78,-1.13,10.16,-3.15,0
15.95,-1.97,-5.8,-1.14,10.15,-3.15,0
15.95,-1.97,-5.81,-1.15,10.14,-3.16,0
15.95,-1.96,-5.83,-1.16,10.12,-3.16,0
15.95,-1.96,-5.84,-1.17,10.11,-3.17,0
15.95,-1.95,-5.86,-1.18,10.09,-3.17,0
15.95,-1.95,-5.87,-1.19,10.08,-3.18,0
17.07,-1.44,-5.46,-2.34,11.62,-3.8,0
18.55,-3.79,-4.63,-0.98,13.92,-4.78,0
18.49,-3.87,-4.62,-1.0,13.87,-4.87,0
16.81,-7.41,-4.61,-1.01,12.2,-8.43,0
16.74,-7.47,-4.6,-1.03,12.14,-8.51,0
15.52,-7.59,-4.06,-0.74,11.47,-8.34,0
12.79,-7.79,-2.8,-0.06,10.0,-7.84,0
12.72,-7.86,-2.79,-0.07,9.94,-7.92,0
12.66,-7.94,-2.78,-0.07,9.89,-8.01,0
12.6,-8.01,-2.77,-0.08,9.83,-8.09,0
9.46,-9.67,-2.53,0.72,6.96,-8.94,0
7.13,-10.72,-3.11,0.69,4.04,-10.04,0
7.05,-10.74,-3.1,0.67,3.97,-10.08,0
6.97,-10.76,-3.09,0.64,3.89,-10.12,0
6.88,-10.78,-3.08,0.62,3.82,-10.16,0
4.5,-6.15,-3.06,0.6,1.45,-5.54,0
4.49,-6.13,-3.05,0.58,1.45,-5.54,0
4.37,-6.1,-2.99,0.62,1.39,-5.47,0
3.39,-6.03,-2.56,1.17,0.84,-4.85,0
3.38,-6.01,-2.55,1.16,0.84,-4.85,0
2.02,-0.47,-1.18,-4.38,0.83,-4.85,0
2.09,-0.12,-0.41,-4.5,1.68,-4.63,0
2.12,-0.11,-0.4,-4.5,1.71,-4.61,0
2.14,-0.1,-0.39,-4.5,1.74,-4.6,0
2.17,-0.09,-0.38,-4.49,1.78,-4.59,0
2.23,-1.43,-0.41,-3.14,1.81,-4.57,0
2.41,-0.83,-0.98,-3.4,1.43,-4.23,0
2.67,0.06,-1.83,-3.8,0.84,-3.74,0
2.69,0.07,-1.82,-3.8,0.86,-3.73,0
2.72,0.08,-1.82,-3.8,0.89,-3.72,0
10.05,-4.76,-2.81,-0.74,7.23,-5.51,0
10.07,-4.74,-2.82,-0.74,7.24,-5.49,0
10.09,-4.72,-2.82,-0.73,7.26,-5.46,0
10.11,-4.7,-2.83,-0.72,7.27,-5.43,0
9.15,-0.64,-2.82,-4.01,6.31,-4.68,0
9.2,-0.6,-2.84,-4.0,6.34,-4.62,0
9.24,-0.55,-2.86,-3.98,6.37,-4.56,0
9.29,-0.51,-2.88,-3.97,6.4,-4.51,0
9.33,-0.46,-2.89,-3.96,6.42,-4.45,0
9.37,-0.42,-2.91,-3.94,6.45,-4.39,0
9.1,-5.11,-2.6,0.81,6.47,-4.33,0
9.19,-5.06,-2.65,0.83,6.52,-4.27,0
9.29,-5.01,-2.71,0.85,6.56,-4.2,0
9.38,-4.96,-2.76,0.87,6.6,-4.13,0
8.75,-6.04,-2.09,2.01,6.64,-4.06,0
7.13,-8.63,-0.43,4.65,6.68,-4.0,0
7.17,-8.6,-0.44,4.66,6.71,-3.97,0
7.21,-8.58,-0.46,4.66,6.74,-3.93,0
8.39,-9.19,-0.47,4.67,7.91,-4.55,0
8.43,-9.16,-0.48,4.67,7.94,-4.51,0
9.64,-3.44,-1.67,-1.03,7.97,-4.47,0
9.63,-3.44,-1.67,-1.03,7.97,-4.47,0
9.63,-3.43,-1.67,-1.03,7.97,-4.46,0
9.63,-3.43,-1.66,-1.03,7.96,-4.46,0
9.62,-3.42,-1.66,-1.03,7.96,-4.45,0
9.62,-3.41,-1.66,-1.03,7.96,-4.45,0
9.61,-3.41,-1.66,-1.04,7.95,-4.45,0
9.61,-3.4,-1.66,-1.04,7.95,-4.44,0
9.6,-3.4,-1.66,-1.04,7.95,-4.44,0
9.6,-3.39,-1.66,-1.04,7.94,-4.43,0
8.51,2.63,-0.68,-6.93,7.83,-4.31,0
8.49,2.66,-0.68,-6.93,7.82,-4.29,0
8.48,2.68,-0.67,-6.93,7.81,-4.26,0
8.47,2.7,-0.67,-6.92,7.8,-4.23,0
8.45,2.73,-0.67,-6.92,7.79,-4.21,0
8.44,2.75,-0.67,-6.92,7.78,-4.18,0
8.42,2.77,-0.66,-6.91,7.77,-4.15,0
8.41,2.8,-0.66,-6.91,7.75,-4.13,0
8.39,2.82,-0.66,-6.91,7.74,-4.1,0
8.37,2.84,-0.66,-6.9,7.72,-4.07,0
10.92,0.17,-3.13,-4.33,7.81,-4.15,0
10.87,0.14,-3.12,-4.34,7.77,-4.18,0
4.19,0.29,-3.1,-4.35,1.07,-4.03,0
4.18,0.29,-3.09,-4.36,1.06,-4.04,0
4.18,0.29,-3.09,-4.37,1.07,-4.05,0
4.18,0.29,-3.07,-4.38,1.08,-4.06,0
4.18,0.29,-3.06,-4.39,1.09,-4.07,0
4.18,0.29,-3.05,-4.4,1.1,-4.08,0
4.18,0.29,-3.04,-4.41,1.12,-4.09,0
4.18,0.29,-3.02,-4.42,1.13,-4.1,0
7.95,3.06,-2.12,-3.64,5.81,-0.55,0
7.95,3.06,-2.12,-3.64,5.82,-0.56,0
7.95,3.06,-2.12,-3.64,5.82,-0.56,0
7.95,3.06,-2.12,-3.64,5.82,-0.56,0
7.95,3.06,-2.11,-3.65,5.82,-0.56,0
7.95,3.06,-2.11,-3.65,5.83,-0.56,0
7.95,3.06,-2.11,-3.65,5.83,-0.56,0
7.95,3.06,-2.11,-3.65,5.83,-0.56,0
7.95,3.06,-2.1,-3.65,5.83,-0.57,0
7.95,3.06,-2.1,-3.65,5.84,-0.57,0
4.4,0.49,-1.91,-3.06,2.51,-2.57,0
4.4,0.49,-1.91,-3.06,2.51,-2.57,0
4.4,0.49,-1.91,-3.06,2.51,-2.57,0
4.4,0.49,-1.91,-3.06,2.51,-2.57,0
4.4,0.49,-1.91,-3.06,2.51,-2.57,0
4.4,0.49,-1.9,-3.07,2.52,-2.57,0
4.4,0.49,-1.9,-3.07,2.52,-2.58,0
4.4,0.49,-1.9,-3.07,2.52,-2.58,0
