dist_nearest_edge,trench_abs_ortho,conv_ortho,conv_paral
4.34,-1.65,10.86,0.4
4.73,-1.63,10.89,0.4
7.31,-1.53,11.04,0.4
8.7,-1.47,11.11,0.4
5.92,-1.59,10.96,0.4
8.31,-1.49,11.09,0.4
0.09,-2.16,10.5,-1.3
0.09,-2.16,10.5,-1.3
0.09,-2.16,10.5,-1.3
0.09,-2.16,10.5,-1.3
5.27,-4.26,6.44,-2.06
0.09,-3.55,2.58,6.61
0.09,-2.16,10.5,-1.3
0.72,-5.37,7.24,3.65
0.08,-5.18,7.02,3.65
0.72,-5.37,7.24,3.65
0.72,-5.37,7.24,3.65
0.72,-5.37,7.24,3.65
0.72,-5.37,7.24,3.65
0.72,-5.37,7.24,3.65
0.72,-5.37,7.24,3.65
0.72,-5.37,7.24,3.65
0.72,-5.37,7.24,3.65
5.27,-4.26,6.44,-2.06
5.27,-4.26,6.44,-2.06
0.08,-5.18,7.02,3.65
0.08,-5.18,7.02,3.65
0.4,-5.28,7.13,3.65
0.08,-5.18,7.02,3.65
0.85,-0.12,2.03,4.59
0.09,-0.02,0.93,4.95
2.43,-0.16,1.96,4.59
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.9,-2.58,3.14,7.52
0.9,-2.58,3.14,7.52
0.9,-2.58,3.14,7.52
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
0.09,-0.02,0.93,4.95
1.23,-2.13,10.6,-1.31
0.09,-2.17,10.52,-1.31
0.35,-5.38,7.26,3.44
6.75,-4.35,6.48,-2.04
0.1,-0.03,0.95,4.95
3.03,-0.17,1.96,4.59
6.96,-0.31,2.63,4.15
0.09,-2.17,10.52,-1.31
5.13,-1.63,10.93,0.4
0.66,-2.15,10.56,-1.31
7.31,-1.54,11.05,0.4
5.82,-4.27,6.44,-2.04
0.09,-2.17,10.52,-1.31
0.35,-5.38,7.26,3.44
0.52,-2.68,3.29,7.37
5.82,-4.27,6.44,-2.04
0.07,-5.29,7.16,3.44
1.85,-0.14,2.0,4.59
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
5.59,-0.28,2.69,4.15
6.37,-0.3,2.66,4.15
6.96,-0.31,2.63,4.15
0.1,-0.03,0.95,4.95
3.43,-0.18,1.94,4.59
7.15,-0.19,0.85,4.84
6.96,-0.31,2.63,4.15
7.15,-0.19,0.85,4.84
7.15,-0.19,0.85,4.84
0.35,-5.38,7.26,3.44
0.09,-2.17,10.52,-1.31
0.28,-2.16,10.53,-1.31
0.09,-2.17,10.52,-1.31
0.28,-2.16,10.53,-1.31
4.14,-1.67,10.87,0.4
1.23,-2.13,10.6,-1.31
6.32,-1.58,11.0,0.4
4.14,-1.67,10.87,0.4
5.13,-1.63,10.93,0.4
7.71,-1.52,11.07,0.4
8.9,-1.47,11.13,0.4
6.32,-1.58,11.0,0.4
8.51,-1.49,11.11,0.4
0.09,-2.17,10.52,-1.31
0.09,-2.17,10.52,-1.31
0.07,-5.29,7.16,3.44
0.09,-2.17,10.52,-1.31
5.82,-4.27,6.44,-2.04
0.09,-3.54,2.56,6.62
0.09,-3.54,2.56,6.62
0.35,-5.38,7.26,3.44
0.07,-5.29,7.16,3.44
0.35,-5.38,7.26,3.44
0.35,-5.38,7.26,3.44
0.35,-5.38,7.26,3.44
0.35,-5.38,7.26,3.44
0.35,-5.38,7.26,3.44
0.35,-5.38,7.26,3.44
0.52,-2.68,3.29,7.37
0.35,-5.38,7.26,3.44
5.82,-4.27,6.44,-2.04
5.82,-4.27,6.44,-2.04
0.07,-5.29,7.16,3.44
0.07,-5.29,7.16,3.44
0.35,-5.38,7.26,3.44
0.07,-5.29,7.16,3.44
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
2.44,-0.16,1.98,4.59
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.91,-2.8,3.42,7.37
0.1,-0.03,0.95,4.95
0.52,-2.68,3.29,7.37
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
0.1,-0.03,0.95,4.95
1.23,8.25,-0.48,-40.32
0.09,4.68,2.96,-40.32
0.09,-2.77,3.43,7.21
1.96,-4.36,6.48,-2.02
0.1,-0.03,0.96,4.95
3.25,-0.17,1.96,4.59
7.37,-0.31,2.63,4.15
0.09,4.68,2.96,-40.32
5.33,15.27,-6.45,-40.57
1.23,8.25,-0.48,-40.32
7.31,21.47,-12.45,-40.57
0.98,-4.29,6.44,-2.02
0.1,-3.52,2.55,6.62
0.98,-4.29,6.44,-2.02
0.09,-2.77,3.43,7.21
0.98,-4.29,6.44,-2.02
0.98,-4.29,6.44,-2.02
1.87,-0.14,2.02,4.59
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
4.83,-0.21,1.9,4.59
6.39,-0.29,2.67,4.15
7.37,-0.31,2.63,4.15
0.1,-0.03,0.96,4.95
3.45,-0.18,1.96,4.59
7.37,-0.31,2.63,4.15
6.98,-0.3,2.65,4.15
7.56,-0.2,0.85,4.84
7.56,-0.2,0.85,4.84
0.98,-4.29,6.44,-2.02
0.09,4.68,2.96,-40.32
0.09,4.68,2.96,-40.32
0.09,4.68,2.96,-40.32
0.09,4.68,2.96,-40.32
4.14,11.53,-2.84,-40.57
1.23,8.25,-0.48,-40.32
6.52,18.99,-10.05,-40.57
4.53,12.78,-4.04,-40.57
5.13,14.65,-5.84,-40.57
7.71,22.71,-13.65,-40.57
9.1,27.04,-17.84,-40.57
6.32,18.37,-9.45,-40.57
8.7,25.8,-16.65,-40.57
0.09,4.68,2.96,-40.32
0.09,4.68,2.96,-40.32
0.1,-3.52,2.55,6.62
0.1,-3.52,2.55,6.62
0.98,-4.29,6.44,-2.02
0.1,-3.52,2.55,6.62
0.1,-3.52,2.55,6.62
0.98,-4.29,6.44,-2.02
0.98,-4.29,6.44,-2.02
0.09,-2.77,3.43,7.21
0.09,-2.77,3.43,7.21
0.09,-2.77,3.43,7.21
0.09,-2.77,3.43,7.21
0.98,-4.29,6.44,-2.02
0.09,-2.77,3.43,7.21
0.09,-2.77,3.43,7.21
0.98,-4.29,6.44,-2.02
1.18,-4.3,6.45,-2.02
0.98,-4.29,6.44,-2.02
0.98,-4.29,6.44,-2.02
0.98,-4.29,6.44,-2.02
0.98,-4.29,6.44,-2.02
0.98,-4.29,6.44,-2.02
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
2.46,-0.15,2.0,4.59
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.81,-2.99,3.68,7.21
0.1,-0.03,0.96,4.95
0.09,-2.77,3.43,7.21
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,-0.03,0.96,4.95
0.1,0.0,5.29,2.48
0.1,0.0,6.8,-5.35
0.09,-2.91,3.63,7.05
1.95,-4.39,6.48,-2.0
0.1,12.92,-12.12,7.77
3.07,9.92,-8.24,10.17
7.78,5.53,-3.35,11.25
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
1.17,-4.32,6.45,-2.0
0.1,0.0,6.8,-5.35
1.17,-4.32,6.45,-2.0
0.09,-2.91,3.63,7.05
1.17,-4.32,6.45,-2.0
1.17,-4.32,6.45,-2.0
1.1,12.28,-11.54,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
4.65,8.88,-7.3,10.17
5.04,8.62,-7.06,10.17
7.59,5.66,-3.47,11.25
0.1,12.92,-12.12,7.77
3.47,9.66,-8.0,10.17
7.78,5.53,-3.35,11.25
7.2,5.93,-3.71,11.25
7.97,7.75,-7.25,9.16
7.97,7.75,-7.25,9.16
1.17,-4.32,6.45,-2.0
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,5.29,2.48
0.1,0.0,6.8,-5.35
0.1,0.0,6.8,-5.35
0.1,0.0,6.8,-5.35
0.1,0.0,6.8,-5.35
1.17,-4.32,6.45,-2.0
0.09,-3.45,2.52,6.63
0.1,0.0,6.8,-5.35
1.17,-4.32,6.45,-2.0
1.17,-4.32,6.45,-2.0
0.09,-2.91,3.63,7.05
0.09,-2.91,3.63,7.05
0.09,-2.91,3.63,7.05
0.09,-2.91,3.63,7.05
0.09,-2.91,3.63,7.05
0.09,-2.91,3.63,7.05
0.09,-2.91,3.63,7.05
1.17,-4.32,6.45,-2.0
1.36,-4.34,6.46,-2.0
1.17,-4.32,6.45,-2.0
1.17,-4.32,6.45,-2.0
1.17,-4.32,6.45,-2.0
1.17,-4.32,6.45,-2.0
1.17,-4.32,6.45,-2.0
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
2.48,10.31,-8.59,10.17
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.85,-3.14,3.89,7.05
0.1,12.92,-12.12,7.77
0.28,-2.97,3.69,7.05
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,12.92,-12.12,7.77
0.1,0.0,5.29,2.5
0.09,-3.43,2.5,6.64
0.1,-3.05,3.81,6.89
1.53,-4.39,6.48,-1.97
0.1,-13.08,13.9,1.94
0.88,-12.6,13.37,1.94
7.56,-6.3,8.54,-2.87
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
1.13,-4.36,6.46,-1.97
0.09,-3.43,2.5,6.64
1.13,-4.36,6.46,-1.97
0.1,-3.05,3.81,6.89
1.13,-4.36,6.46,-1.97
1.13,-4.36,6.46,-1.97
0.88,-12.6,13.37,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
4.22,-9.57,11.21,-1.03
4.22,-9.57,11.21,-1.03
6.97,-6.67,8.94,-2.87
0.1,-13.08,13.9,1.94
0.88,-12.6,13.37,1.94
8.34,-5.81,7.99,-2.87
4.22,-9.57,11.21,-1.03
8.34,-5.81,7.99,-2.87
8.34,-5.81,7.99,-2.87
1.13,-4.36,6.46,-1.97
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.1,0.0,5.29,2.5
0.09,-3.43,2.5,6.64
0.09,-3.43,2.5,6.64
0.09,-3.43,2.5,6.64
0.09,-3.43,2.5,6.64
1.13,-4.36,6.46,-1.97
0.09,-3.43,2.5,6.64
0.09,-3.43,2.5,6.64
1.13,-4.36,6.46,-1.97
1.13,-4.36,6.46,-1.97
0.1,-3.05,3.81,6.89
0.1,-3.05,3.81,6.89
0.1,-3.05,3.81,6.89
0.1,-3.05,3.81,6.89
0.1,-3.05,3.81,6.89
0.1,-3.05,3.81,6.89
0.1,-3.05,3.81,6.89
1.13,-4.36,6.46,-1.97
1.13,-4.36,6.46,-1.97
1.13,-4.36,6.46,-1.97
1.13,-4.36,6.46,-1.97
1.13,-4.36,6.46,-1.97
1.13,-4.36,6.46,-1.97
1.13,-4.36,6.46,-1.97
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.88,-12.6,13.37,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
1.1,-3.35,4.16,6.89
0.1,-3.05,3.81,6.89
0.5,-3.17,3.95,6.89
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,-13.08,13.9,1.94
0.1,0.0,5.75,3.62
0.1,-3.42,2.9,7.74
0.09,-5.66,6.45,4.59
0.69,-5.82,7.6,-2.31
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
0.1,-3.15,0.0,0.0
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,-3.42,2.9,7.74
0.1,-3.42,2.9,7.74
0.1,-5.79,7.58,-2.31
0.09,-5.66,6.45,4.59
0.1,-5.79,7.58,-2.31
0.1,-5.79,7.58,-2.31
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
0.99,-5.61,6.41,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
0.1,-3.15,0.0,0.0
0.1,-3.15,0.0,0.0
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
0.1,-3.15,0.0,0.0
0.1,-3.15,0.0,0.0
0.1,-3.15,0.0,0.0
0.1,-3.15,0.0,0.0
0.1,-5.79,7.58,-2.31
0.1,-3.42,2.9,7.74
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,0.0,5.75,3.62
0.1,-3.42,2.9,7.74
0.1,-3.42,2.9,7.74
0.1,-3.42,2.9,7.74
0.1,-3.42,2.9,7.74
0.1,-5.79,7.58,-2.31
0.1,-3.42,2.9,7.74
0.1,-3.42,2.9,7.74
0.09,-5.66,6.45,4.59
0.1,-5.79,7.58,-2.31
0.09,-5.66,6.45,4.59
0.09,-5.66,6.45,4.59
0.09,-5.66,6.45,4.59
0.09,-5.66,6.45,4.59
0.09,-5.66,6.45,4.59
0.09,-5.66,6.45,4.59
0.09,-5.66,6.45,4.59
0.09,-5.66,6.45,4.59
0.1,-5.79,7.58,-2.31
0.1,-5.79,7.58,-2.31
0.1,-5.79,7.58,-2.31
0.1,-5.79,7.58,-2.31
0.1,-5.79,7.58,-2.31
0.1,-5.79,7.58,-2.31
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
0.09,-5.66,6.45,4.59
0.09,-5.66,6.45,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
0.09,-5.66,6.45,4.59
0.81,-5.62,6.42,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
1.17,-5.6,6.4,4.59
0.1,0.0,5.72,3.65
0.1,-3.38,2.88,7.75
0.09,-5.64,6.43,4.61
0.69,-5.84,7.61,-2.29
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
0.1,-3.15,0.0,0.0
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,-3.38,2.88,7.75
0.1,-3.38,2.88,7.75
0.09,-5.64,6.43,4.61
0.09,-5.64,6.43,4.61
0.1,-5.8,7.58,-2.29
0.1,-5.8,7.58,-2.29
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
0.1,-3.15,0.0,0.0
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
0.1,-3.15,0.0,0.0
0.1,-3.15,0.0,0.0
0.1,-3.15,0.0,0.0
0.1,-3.15,0.0,0.0
0.1,-5.8,7.58,-2.29
0.1,-3.38,2.88,7.75
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,0.0,5.72,3.65
0.1,-3.38,2.88,7.75
0.1,-3.38,2.88,7.75
0.1,-3.38,2.88,7.75
0.1,-3.38,2.88,7.75
0.1,-5.8,7.58,-2.29
0.1,-3.38,2.88,7.75
0.1,-3.38,2.88,7.75
0.09,-5.64,6.43,4.61
0.1,-5.8,7.58,-2.29
0.09,-5.64,6.43,4.61
0.09,-5.64,6.43,4.61
0.09,-5.64,6.43,4.61
0.09,-5.64,6.43,4.61
0.09,-5.64,6.43,4.61
0.09,-5.64,6.43,4.61
0.09,-5.64,6.43,4.61
0.09,-5.64,6.43,4.61
0.1,-5.8,7.58,-2.29
0.1,-5.8,7.58,-2.29
0.1,-5.8,7.58,-2.29
0.1,-5.8,7.58,-2.29
0.1,-5.8,7.58,-2.29
0.1,-5.8,7.58,-2.29
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
0.09,-5.64,6.43,4.61
0.09,-5.64,6.43,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
0.09,-5.64,6.43,4.61
0.81,-5.59,6.4,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
1.17,-5.57,6.38,4.61
0.1,0.0,5.69,3.68
0.1,-3.32,2.86,7.76
0.09,-5.61,6.41,4.63
1.84,-5.88,7.63,-2.26
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
0.1,-3.16,0.0,0.0
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,-3.32,2.86,7.76
0.1,-3.32,2.86,7.76
0.09,-5.61,6.41,4.63
0.09,-5.61,6.41,4.63
0.85,-5.82,7.59,-2.26
0.85,-5.82,7.59,-2.26
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
0.99,-5.56,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
0.1,-3.16,0.0,0.0
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
0.1,-3.16,0.0,0.0
0.1,-3.16,0.0,0.0
0.1,-3.16,0.0,0.0
0.1,-3.16,0.0,0.0
0.85,-5.82,7.59,-2.26
0.1,-3.32,2.86,7.76
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,0.0,5.69,3.68
0.1,-3.32,2.86,7.76
0.1,-3.32,2.86,7.76
0.1,-3.32,2.86,7.76
0.1,-3.32,2.86,7.76
0.1,-3.32,2.86,7.76
0.1,-3.32,2.86,7.76
0.1,-3.32,2.86,7.76
0.09,-5.61,6.41,4.63
0.85,-5.82,7.59,-2.26
0.09,-5.61,6.41,4.63
0.09,-5.61,6.41,4.63
0.09,-5.61,6.41,4.63
0.09,-5.61,6.41,4.63
0.09,-5.61,6.41,4.63
0.09,-5.61,6.41,4.63
0.09,-5.61,6.41,4.63
0.09,-5.61,6.41,4.63
0.85,-5.82,7.59,-2.26
0.85,-5.82,7.59,-2.26
0.85,-5.82,7.59,-2.26
0.85,-5.82,7.59,-2.26
0.85,-5.82,7.59,-2.26
0.85,-5.82,7.59,-2.26
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
0.09,-5.61,6.41,4.63
0.09,-5.61,6.41,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
0.99,-5.56,6.37,4.63
0.09,-5.61,6.41,4.63
0.45,-5.59,6.4,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
1.17,-5.54,6.37,4.63
0.1,0.0,5.66,3.71
0.09,-3.27,2.83,7.77
0.09,-5.58,6.4,4.65
1.94,-5.89,7.63,-2.23
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
0.1,-3.17,0.0,0.0
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.09,-3.27,2.83,7.77
0.09,-3.27,2.83,7.77
0.95,-5.84,7.59,-2.23
0.09,-5.58,6.4,4.65
0.95,-5.84,7.59,-2.23
0.95,-5.84,7.59,-2.23
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
0.81,-5.54,6.36,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
0.1,-3.17,0.0,0.0
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
0.1,-3.17,0.0,0.0
0.1,-3.17,0.0,0.0
0.1,-3.17,0.0,0.0
0.1,-3.17,0.0,0.0
0.95,-5.84,7.59,-2.23
0.09,-3.27,2.83,7.77
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.1,0.0,5.66,3.71
0.09,-3.27,2.83,7.77
0.09,-3.27,2.83,7.77
0.09,-3.27,2.83,7.77
0.09,-3.27,2.83,7.77
0.09,-3.27,2.83,7.77
0.09,-3.27,2.83,7.77
0.09,-3.27,2.83,7.77
0.95,-5.84,7.59,-2.23
0.95,-5.84,7.59,-2.23
0.09,-5.58,6.4,4.65
0.09,-5.58,6.4,4.65
0.09,-5.58,6.4,4.65
0.09,-5.58,6.4,4.65
0.09,-5.58,6.4,4.65
0.09,-5.58,6.4,4.65
0.09,-5.58,6.4,4.65
0.09,-5.58,6.4,4.65
0.95,-5.84,7.59,-2.23
0.95,-5.84,7.59,-2.23
0.95,-5.84,7.59,-2.23
0.95,-5.84,7.59,-2.23
0.95,-5.84,7.59,-2.23
0.95,-5.84,7.59,-2.23
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
0.09,-5.58,6.4,4.65
0.09,-5.58,6.4,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
0.09,-5.58,6.4,4.65
0.27,-5.57,6.39,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
1.17,-5.52,6.35,4.65
0.1,0.0,5.63,3.74
0.1,-3.2,2.8,7.78
0.09,-5.55,6.38,4.67
1.09,-5.91,7.64,-2.21
1.17,-5.49,6.33,4.67
1.17,-5.49,6.33,4.67
0.1,-3.17,0.0,0.0
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,-3.2,2.8,7.78
0.1,-3.2,2.8,7.78
0.1,-5.85,7.6,-2.21
0.09,-5.55,6.38,4.67
0.1,-5.85,7.6,-2.21
0.1,-5.85,7.6,-2.21
1.17,-5.49,6.33,4.67
1.17,-5.49,6.33,4.67
0.81,-5.51,6.35,4.67
1.17,-5.49,6.33,4.67
1.17,-5.49,6.33,4.67
1.17,-5.49,6.33,4.67
1.17,-5.49,6.33,4.67
0.1,-3.17,0.0,0.0
1.17,-5.49,6.33,4.67
1.17,-5.49,6.33,4.67
0.1,-3.17,0.0,0.0
0.1,-3.17,0.0,0.0
0.1,-3.17,0.0,0.0
0.1,-3.17,0.0,0.0
0.1,-5.85,7.6,-2.21
0.07,0.0,1.34,0.9
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.1,0.0,5.63,3.74
0.07,0.0,1.34,0.9
0.07,0.0,1.34,0.9
0.1,-3.2,2.8,7.78
0.1,-3.2,2.8,7.78
0.1,-3.2,2.8,7.78
0.1,-3.2,2.8,7.78
0.1,-3.2,2.8,7.78
0.09,-5.55,6.38,4.67
0.1,-5.85,7.6,-2.21
0.09,-5.55,6.38,4.67
0.09,-5.55,6.38,4.67
0.09,-5.55,6.38,4.67
